24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"St Johns Ave West, 600 blk - West of Guadalupe St",,,4207,4963,9170,03/26/2003 12:00:00 AM
"St Joseph Blvd., 2200 blk - East of St Cecilia St",,,1610,1583,3193,11/13/2007 12:00:00 AM
"St Joseph Blvd., 2300 blk - East of Burnet Rd",,,1897,1844,3741,03/05/2002 12:00:00 AM
"St Merryn Rd, 11300 blk - North of Thistle Hill",456,427,,,883,08/23/2004 12:00:00 AM
"St. Edward's Dr, 1100 blk - West of Province Center Drwy",,,1321,1032,2353,02/24/2014 12:00:00 AM
"St. Edward's Dr, 1100 blk - West of St. Edward's Circle",,,1433,1120,2553,11/04/2008 12:00:00 AM
"St. Edward's Dr, 500 blk - West of Friar Tuck Lane",,,610,441,1051,02/24/2014 12:00:00 AM
"St. Elmo East, 3000 blk - East of South Industrial",,,4917,4417,9334,02/07/2011 12:00:00 AM
"St. Elmo West, 400 blk - West of Lareina Dr",,,2145,3075,5220,11/04/2008 12:00:00 AM
"St. Johns Ave East, 500 blk - East of Duval",,,4956,4990,9946,05/01/2013 12:00:00 AM
"Stafford St, 2100 blk - South of Oaklawn Ave",405,412,,,817,10/01/2008 12:00:00 AM
"Staked Plains Dr, 11300 blk - South of Staked Plains Loop",N/A,2129,,,2129,09/17/2007 12:00:00 AM
"Staked Plains Dr, 11500 blk - West of Shadow Ln",,,494,426,920,09/08/2005 12:00:00 AM
"Staked Plains Loop (north), 15200 blk - South of Fletcher Hall Ln",268,238,,,506,09/08/2005 12:00:00 AM
"Staked Plains Loop (south), 14500 blk - North of Staked Plains Dr",939,1004,,,1943,09/08/2005 12:00:00 AM
"Staked Plains Loop (south), 14600 blk - South of Fletcher Hall Ln",760,831,,,1591,09/08/2005 12:00:00 AM
"Starstreak Dr, 6400 blk - South of Skyloop Dr",687,966,,,1653,01/18/2011 12:00:00 AM
"Starstreak Dr, 6400 blk - South of Skyloop Dr",629,908,,,1537,03/26/2012 12:00:00 AM
"Starstreak Dr, 6500 blk - North of Star Bright Dr",749,952,,,1701,10/01/2007 12:00:00 AM
"Stassney Ln East, 1900 blk- West of Ponciana Dr",,,10191,11697,21888,02/23/2011 12:00:00 AM
"Stassney Ln East, 2400 blk- West of Pepper Tree Pkwy",,,7220,7051,14271,02/17/2011 12:00:00 AM
"Stassney Ln East, 4400 blk- East of Chaparral Trl",,,5703,5960,11663,02/17/2011 12:00:00 AM
"Stassney Ln East, 4800 blk- East of Two Iron St",,,4722,4977,9699,02/17/2011 12:00:00 AM
"Stassney Ln East, 5400 blk- East of Walnut Grove",,,5424,5853,11277,02/23/2011 12:00:00 AM
"Stassney Ln East, 5600 blk - East of Nuckols Crossing Rd",,,7872,7566,15438,04/15/2004 12:00:00 AM
"Stassney Ln East, 5900 blk - North of Teri Rd",8432,8650,,,17082,04/15/2004 12:00:00 AM
"Stassney Ln East, 800 blk - West of IH35",,,14417,17409,31826,11/01/2002 12:00:00 AM
"Stassney Ln West, 1600 blk - At the Railroad Tracks",,,8832,10769,19601,11/03/2009 12:00:00 AM
"Staton Dr, 13000 blk - East of Meehan Dr",,,251,209,460,01/14/2008 12:00:00 AM
"Steck Ave, 2400 blk - East of Parkdale Cove",,,3665,3943,7608,04/11/2007 12:00:00 AM
"Steck Ave, 2500 blk - West of Burnet Rd",,,3624,3385,7009,01/29/2003 12:00:00 AM
"Steck Ave, 2700 blk - East of Stillwood Ln",,,3531,3451,6982,08/08/2011 12:00:00 AM
"Steck Ave, 2700 blk - East of Stillwood Ln",,,4121,4325,8446,01/18/2007 12:00:00 AM
"Steck Ave, 2700 blk - East of Stillwood Ln",,,3516,3770,7286,02/21/2012 12:00:00 AM
"Steck Ave, 2800 blk - East of Rockwood Ln",,,3941,3706,7647,01/29/2003 12:00:00 AM
"Steck Ave, 3100 blk- West of Daleview Dr ",,,4647,5407,10054,08/08/2011 12:00:00 AM
"Steck Ave, 3200 blk - East of Shoal Creek Blvd",,,5267,6713,11980,01/18/2007 12:00:00 AM
"Steck Ave, 3200 blk - East of Shoal Creek Blvd",,,4956,5463,10419,01/29/2003 12:00:00 AM
"Steck Ave, 3800 blk - West of Greenslope Dr",,,4475,5023,9498,05/31/2007 12:00:00 AM
"Stephen F. Austin Dr, 2100 blk - East of Mopac Expwy",,,1978,1367,3345,04/29/2003 12:00:00 AM
"Stillwood Ln, 8000 blk - North of Ashdale",114,129,,,243,05/20/2010 12:00:00 AM
"Stillwood Ln, 8000 blk - North of Ashdale",109,166,,,275,04/11/2007 12:00:00 AM
"Stillwood Ln, 8200 blk - South of Buell Ave",450,575,,,1025,03/19/2007 12:00:00 AM
"Stillwood Ln, 8300 blk - North of Buell Ave",404,338,,,742,04/11/2007 12:00:00 AM
"Stillwood Ln, 8400 blk - North of Penny Ln",299,214,,,513,05/20/2010 12:00:00 AM
"Stillwood Ln, 8400 blk - North of Penny Ln",312,244,,,556,04/22/2013 12:00:00 AM
"Stobaugh St, 1000 blk - East of Watson St",,,72,178,250,03/28/2008 12:00:00 AM
"Stone Gate Dr, 5100 blk - South of Elmsgrove Dr",80,101,,,181,09/23/2013 12:00:00 AM
"Stone Gate Dr, 5100 blk - South of Elmsgrove Dr",80,101,,,181,09/23/2013 12:00:00 AM
"Stonebridge Dr, 9500 blk - North of Rutland Dr",71,97,,,168,12/17/2007 12:00:00 AM
"Stonebridge Dr, 9500 blk - North of Rutland Dr",70,81,,,151,03/27/2007 12:00:00 AM
"Stratford Dr, 2300 blk - East of S. Mopac Expwy",,,1075,1318,2393,07/16/2001 12:00:00 AM
"Stratford Dr, 2400 blk - West of S. Mopac Expwy",,,612,704,1316,07/16/2001 12:00:00 AM
"Stratford Dr, 3400 blk - South of Red Bud Trail",1370,1395,,,2765,05/02/2005 12:00:00 AM
"Stratford Dr, 3400 blk - South of Red Bud Trail",1211,1295,,,2506,02/25/2004 12:00:00 AM
"Stratford Drive, 2600 blk - South of Valley Springs Rd",747,770,,,1517,09/25/2012 12:00:00 AM
"Strauss Dr, 4900 blk - South of W. 49th St",158,201,,,359,04/05/2001 12:00:00 AM
"Strickland Dr, 100 blk - East of Texas Sun Dr",,,550,578,1128,02/27/2014 12:00:00 AM
"Suffolk Dr, 1400 blk - West of Belfast Dr",,,118,130,248,04/08/2003 12:00:00 AM
"Suffolk Dr, 1500 blk - East of Belfast Dr",,,130,234,364,04/08/2003 12:00:00 AM
"Summerset Trail, 4900 blk - West of Brush Country Rd",,,1950,2803,4753,08/18/2005 12:00:00 AM
"Summerset Trail, 4900 blk - West of Brush Country Rd",,,1519,2390,3909,08/09/2005 12:00:00 AM
"Summerset Trail, 4900 blk - West of Sunkist",,,1803,2496,4299,01/18/2011 12:00:00 AM
"Summerset Trail, 4900 blk - West of Sunkist Ln",,,1958,3036,4994,10/10/2012 12:00:00 AM
"Summerset Trail, 5200 blk - West of Sun Vista Dr",,,539,722,1261,02/19/2013 12:00:00 AM
"Summit St, 1600 blk - South of Taylor Gaines St",445,526,,,971,09/23/2013 12:00:00 AM
"Summit St, 1600 blk - South of Taylor Green St",445,526,,,971,09/23/2013 12:00:00 AM
"Sunny Slope, 2200 blk - West of Scott Crescent",,,65,59,124,11/05/2009 12:00:00 AM
"Sunset Ln, 600 blk - West of Alameda Dr                         1-way EB",,,165,n/a,165,05/16/2001 12:00:00 AM
"Sunstrip Dr, 6400 blk - South of Skyloop Dr",503,642,,,1145,11/06/2008 12:00:00 AM
"Surburban Dr,  4900 blk - South of Tamworth Ave",1050,1248,,,2298,03/26/2012 12:00:00 AM
"Swan Dr, 11600 blk - West of Medallion Ln",,,1189,900,2089,11/19/2002 12:00:00 AM
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1233,1143,,,2376,05/11/2005 12:00:00 AM
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1406,1292,,,2698,03/09/2004 12:00:00 AM
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1121,1028,,,2149,03/27/2002 12:00:00 AM
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1040,1075,,,2115,02/20/2001 12:00:00 AM
"Swearingen Dr, 11400 blk - North of W. Braker Ln",574,613,,,1187,03/17/2003 12:00:00 AM
"Swearingen Dr, 11800 blk - North of Carshalton Dr",893,1070,,,1963,04/09/2003 12:00:00 AM
"Swearingen Dr, 11900 blk - South of Gracy Farms Ln",750,858,,,1608,04/09/2003 12:00:00 AM
"Tannehill Ln, 3800 blk - South of Samuel Huston Ave",344,313,,,657,11/01/2001 12:00:00 AM
"Tara Dr, 6500 blk - West of Running Water Dr",344,197,,,541,12/02/2003 12:00:00 AM
"Tara Dr, 6600 blk - East of Running Water Dr",169,155,,,324,12/02/2003 12:00:00 AM
"Tartan Ln, 1200 blk - East of Teasdale Terrace",,,538,255,793,10/10/2013 12:00:00 AM
"Tartan Ln, 1200 blk - East of Teasedale Terr",,,538,255,793,10/10/2013 12:00:00 AM
"Taterwood Dr, 11200 blk - West of Pencewood Dr",,,485,469,954,10/04/2010 12:00:00 AM
"Taterwood Dr, 11200 blk - West of Pencewood Dr",,,630,543,1173,11/19/2002 12:00:00 AM
"Taterwood Dr, 11400 blk - South of Loring Dr",360,426,,,786,10/04/2010 12:00:00 AM
"Taterwood Dr, 11400 blk - South of Loring Dr",404,534,,,938,11/19/2002 12:00:00 AM
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",635,760,,,1395,05/11/2005 12:00:00 AM
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",644,1052,,,1696,03/10/2004 12:00:00 AM
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",843,958,,,1801,03/27/2002 12:00:00 AM
"Taterwood Drive, 11400 blk - North of Jamieson Drive",395,505,,,900,09/10/2012 12:00:00 AM
"Taulbee Ln, 1000 blk - East of Watson",,,150,272,422,03/28/2008 12:00:00 AM
"Taylor Gaines St, 1600 blk - West of Oak Heights",,,132,123,255,01/30/2013 12:00:00 AM
"Tea Rose Trl, 9500 blk - North of Silkgrass Bend",177,175,,,352,01/23/2008 12:00:00 AM
"Teakwood Dr, 1900 blk - East of Emberwood Dr",,,805,963,1768,02/21/2012 12:00:00 AM
"Teasdale Terrace, 9500 blk - North of E. Rundberg Ln",932,955,,,1887,09/27/2004 12:00:00 AM
"Teasdale Terrace, 9700 blk - North of Northcape Dr",841,706,,,1547,09/27/2004 12:00:00 AM
"Teasdale Terrace, 9800 blk - West of Aberdeen Way",306,245,,,551,09/27/2004 12:00:00 AM
"Tedford St, 11300 blk - South of W. Scurry St",298,177,,,475,04/12/2010 12:00:00 AM
"Tedford St, 11500 blk - North of W. Scurry St",130,105,,,235,04/12/2010 12:00:00 AM
"Tedford St, 11700 blk - North of W. Caddo St",114,109,,,223,04/12/2010 12:00:00 AM
"Teri Rd, 1700 blk - West of Friedrich Ln",,,2724,3935,6659,08/11/2008 12:00:00 AM
"Teri Rd, 2200 blk - West of Donahue Ln",,,3422,3513,6935,08/11/2008 12:00:00 AM
"Teri Rd, 4600 blk - West of Table Top Trl",,,2501,3036,5537,08/11/2008 12:00:00 AM
"Teri Rd, 5400 blk - East of Lark Creek Dr",,,1494,1783,3277,08/11/2008 12:00:00 AM
"Teri Rd, 5500 blk - West of Birch Creek Rd",,,1645,1982,3627,02/21/2013 12:00:00 AM
"Terravista Dr, 6100 blk - West of Tusman Dr",,,385,362,747,02/29/2012 12:00:00 AM
"Terrell Hill Dr, 600 blk - West of South 1st St",,,216,232,448,12/11/2008 12:00:00 AM
"Texas Oaks Dr, 8700 blk - South of Cattle Trail",381,375,,,756,08/26/2002 12:00:00 AM
"Texas Oaks Dr, 9000 blk - North of Texas Sun Dr",462,461,,,923,08/26/2002 12:00:00 AM
"Texas Oaks Dr, 9100 blk - North of Independence Loop (North)",1055,1059,,,2114,09/19/2007 12:00:00 AM
"Texas Oaks Dr, 9100 blk - South of Texas Sun Dr",1014,1071,,,2085,08/26/2002 12:00:00 AM
"Thaxton Rd, 7800 blk - West of Rosenberry Dr",,,1349,1469,2818,05/29/2001 12:00:00 AM
"Thaxton Rd, 8000 blk - East of Forbsdale Dr",,,1094,1181,2275,05/29/2001 12:00:00 AM
"Thompkins Dr, 12200 blk - South of Yager Ln",2698,2656,,,5354,05/19/2005 12:00:00 AM
"Thompkins Dr, 12300 blk - North of Yager Ln",941,939,,,1880,05/19/2005 12:00:00 AM
"Thompson Ln, 400 blk - East of Flight Ln",,,1095,1333,2428,12/18/2002 12:00:00 AM
"Thompson Ln, 500 blk - East of US183",,,248,278,526,12/18/2002 12:00:00 AM
"Thornridge Rd, 1400 blk - West of Gambel's Quail",,,211,249,460,12/05/2007 12:00:00 AM
"Thornridge Rd, 1400 blk - West of Gambel's Quail",,,246,253,499,05/31/2007 12:00:00 AM
"Thunder Creek Rd, 5200 blk - West of Angus Rd",,,1185,1419,2604,01/06/2004 12:00:00 AM
"Thurmond St, 900 blk - East of Jamestown Dr",,,1007,734,1741,05/17/2010 12:00:00 AM
"Thurmond St, 900 blk - East of Jamestown Dr",,,873,607,1480,01/25/2006 12:00:00 AM
"Thurmond St, 900 blk - East of Jamestown Dr",,,738,836,1574,02/10/2005 12:00:00 AM
"Tillery St, 1400 blk - East of East 14 1/2 St",,,1542,553,2095,02/24/2014 12:00:00 AM
"Tillery St, 2100 blk - South of Denver Ave",638,453,,,1091,02/14/2005 12:00:00 AM
"Tillery St, 600 blk - South of Holton St",2200,2156,,,4356,10/08/2008 12:00:00 AM
"Tillery Street, 2000 blk - South of Encino Circle (North)",675,499,,,1174,09/18/2012 12:00:00 AM
"Tin Cup Dr, 11500 blk - East of Olson Dr",,,298,667,965,11/13/2002 12:00:00 AM
"Tin Cup Dr, 11500 blk - North of Spicewood Pkwy",1846,1096,,,2942,01/15/2003 12:00:00 AM
"Tisdale Dr, 7700 blk - North of Morrow St",233,227,,,460,11/13/2007 12:00:00 AM
"Todd Ln, 4100 blk - South of Business Center Dr",5364,4626,,,9990,02/07/2011 12:00:00 AM
"Todd Ln, 4400 blk - North of E. St Elmo Rd",4071,3824,,,7895,03/28/2005 12:00:00 AM
"Tomanet Trl, 12500 blk - North of Parmer Ln",423,555,,,978,01/16/2008 12:00:00 AM
"Toomey Rd, 1600 blk - West of Jessie St",,,866,873,1739,03/06/2001 12:00:00 AM
"Topperwein Dr, 10700 blk - North of Lanshire Dr",454,415,,,869,10/09/2008 12:00:00 AM
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,805,938,1743,08/22/2005 12:00:00 AM
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,927,774,1701,05/31/2005 12:00:00 AM
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,502,501,1003,05/20/2003 12:00:00 AM
"Topridge Dr, 9400 blk - East of Country Knoll",,,852,984,1836,08/22/2005 12:00:00 AM
"Topridge Dr, 9400 blk - East of Country Knoll",,,985,788,1773,06/02/2005 12:00:00 AM
"Topridge Dr, 9400 blk - East of Country Knoll",,,1253,1352,2605,05/07/2002 12:00:00 AM
"Topridge Drive, 9400 blk - East of Wintergreen Hill",,,847,904,1751,09/10/2012 12:00:00 AM
"Vargas Rd, 500 blk - South of Lynch St",1570,1323,,,2893,03/06/2002 12:00:00 AM
"Toulouse Dr, 2500 blk - East of Heatherwood Dr",,,134,177,311,12/03/2007 12:00:00 AM
"Tower Dr, 2100 blk - East of Dormarion Ln",,,198,155,353,01/15/2009 12:00:00 AM
"Tower Dr, 2200 blk - West of Dormarion Ln",,,178,171,349,01/15/2009 12:00:00 AM
"Trailridge Dr, 5800 blk - South of Overlook Dr",274,265,,,539,10/10/2013 12:00:00 AM
"Trailridge Dr, 5800 blk - South of Overlook Dr",274,265,,,539,10/10/2013 12:00:00 AM
"Travis Country Circle, 3200 blk - just North of Travis Green Circle",1298,1245,,,2543,03/01/2005 12:00:00 AM
"Travis Country Circle, 3230 in front of Regents School",905,891,,,1796,03/01/2005 12:00:00 AM
"Travis Country Circle, 4500 blk - North of Canyonwood Dr",1957,1951,,,3908,10/02/2013 12:00:00 AM
"Travis Country Circle, 4500 blk - North of Canyonwood Dr",1957,1951,,,3908,10/02/2013 12:00:00 AM
"Travis Green Ln, 5600 blk - East of Hero Dr",,,601,595,1196,02/26/2013 12:00:00 AM
"Travis Heights Blvd, 1200 blk - North of Avondale Rd",1408,1094,,,2502,04/11/2001 12:00:00 AM
"Travis Heights Blvd, 1400 blk - North of Bonham Terrace",1516,1334,,,2850,07/18/2001 12:00:00 AM
"Travis Heights Blvd, 1500 blk - North of E Monroe St",1220,931,,,2151,02/27/2008 12:00:00 AM
"Travis Heights Blvd, 2100 blk - South of Algarita Ave",1169,897,,,2066,04/11/2001 12:00:00 AM
"Treadwell Blvd, 6400 blk - South of Hunt Trail",360,424,,,784,10/03/2005 12:00:00 AM
"Treadwell Blvd, 6400 blk - South of Hunt Trail",475,597,,,1072,05/07/2002 12:00:00 AM
"Treadwell St, 1700 blk - East of Garner Ave",,,162,285,447,04/10/2002 12:00:00 AM
"Treadwell St, 900 blk - East of Jessie St",,,983,1008,1991,04/10/2002 12:00:00 AM
"Tree Bend Dr, 9600 blk - South of Chester Ln",579,633,,,1212,05/24/2004 12:00:00 AM
"Tree Bend Dr, 9700 blk - North of Chester Ln",679,606,,,1285,05/24/2004 12:00:00 AM
"Trinity St, 400 blk - South of E. 4th St",2934,N/A,,,2934,07/20/2006 12:00:00 AM
"Turtle Creek Blvd, 800 blk - West of Estates Cv",,,782,1148,1930,09/17/2007 12:00:00 AM
"Tuscany Way, 8400 blk - North of US 290",1780,2702,,,4482,06/19/2001 12:00:00 AM
"Tuscany Way, 9000 blk - West of USPS Driveway",,,3410,2363,5773,12/01/2005 12:00:00 AM
"Tweed Berwick Dr, 9100 blk - East of Scotland Well Dr",,,218,229,447,12/16/2002 12:00:00 AM
"Tweedsmuir Dr, 10500 blk - North of Scotland Well Dr",174,127,,,301,12/16/2002 12:00:00 AM
"Twilight Shadow Dr, 7400 blk - East of Dark Shadow Cove",,,369,358,727,02/26/2013 12:00:00 AM
"Twin Crest Dr, 6900 blk - South of E. Lisa Dr",921,600,,,1521,02/26/2002 12:00:00 AM
"Twin Crest Dr, 7000 blk - South of E. Lisa Dr",930,592,,,1522,02/26/2001 12:00:00 AM
"Twin Oaks Dr, 2600 blk - East of Vine St",,,346,292,638,01/25/2007 12:00:00 AM
"United Kingdom Dr, 8600 blk - North of Great Britian Blvd",699,584,,,1283,02/21/2002 12:00:00 AM
"United Kingdom Dr, 8900 blk - North of Tensley Trail",714,692,,,1406,02/21/2002 12:00:00 AM
"United Kingdom Dr, 8900 blk - South of Minturn Ln",588,646,,,1234,09/17/2007 12:00:00 AM
"University Ave, 3000 blk - North of West 30th St",763,955,,,1718,11/05/2009 12:00:00 AM
"US 290/Hwy 71 W, 6700 blk - West of Wm Cannon",,,30033,29390,59423,12/11/2006 12:00:00 AM
"Valburn Dr, 7100 blk - East of Ladera Vista",,,467,591,1058,01/26/2010 12:00:00 AM
"Valburn Dr, 7300 blk - North of Greystone Dr",576,584,,,1160,02/27/2012 12:00:00 AM
"Valley Oak Dr, 4800 blk - South of Highland Terrace",368,658,,,1026,02/20/2002 12:00:00 AM
"Vanderbilt Ln, 2100 blk - West of Duquesne Dr",,,607,862,1469,03/22/2001 12:00:00 AM
"Vargas Rd, 1900 blk - North of E. Riverside Dr",1744,1727,,,3471,04/20/2005 12:00:00 AM
"Vargas Rd, 500 blk - South of Lynch St",1974,1374,,,3348,02/27/2014 12:00:00 AM
"Vega Ave, 5700 Blk - @ Eiger Rd",,,1648,1328,2976,02/18/2015 12:00:00 AM
"Vega Ave, 5700 blk - North of Patton Ranch Rd",1174,1070,,,2244,05/19/2010 12:00:00 AM
"Vega Ave, 5900 blk - West of Patton Ranch Rd",,,1177,1649,2826,05/19/2010 12:00:00 AM
Via Correto Dr 7000 blk - West of Via Mia Dr,,,428,451,879,03/05/2012 12:00:00 AM
"Viewpoint Dr, 5300 blk - West of Cottonwood St",,,1211,1204,2415,07/06/2010 12:00:00 AM
"Villa Park Dr, 13200 blk - South of Crown Court",248,219,,,467,02/05/2013 12:00:00 AM
"Villita Avenida St, 6900 blk - East of Suena Dr",,,131,129,260,10/17/2013 12:00:00 AM
"Vinemont Dr, 9600 blk - North of W. Slaughter Ln",430,622,,,1052,01/30/2006 12:00:00 AM
"Vinson St, 4400 blk - South of W. St Elmo Dr",2803,2764,,,5567,04/24/2002 12:00:00 AM
"Virginia Ave,1600 blk - West of Kinney Ave",,,165,284,449,04/10/2001 12:00:00 AM
"Vista View Dr, 9600 blk - North of Petite Cove II",98,78,,,176,12/10/2002 12:00:00 AM
"Vista View Dr, 9700 blk - South of Bordeau Ln",140,168,,,308,11/25/2002 12:00:00 AM
"Wagon Bend Trail, 6200 blk - South of Blackmule Dr",113,164,,,277,03/18/2014 12:00:00 AM
"Waller St, 700 blk - North of East 7th St",240,384,,,624,09/27/2005 12:00:00 AM
"Waller St, 900 blk - North of East 9th St",265,343,,,608,09/27/2005 12:00:00 AM
"Walnut Ave, 1300 blk - South of East 14th St",270,357,,,627,02/24/2014 12:00:00 AM
"Walnut Ave, 3100 blk - North of Manor Rd",171,182,,,353,03/29/2004 12:00:00 AM
"Walnut Hills Dr, 6300 blk - North of Emory Ln",193,191,,,384,01/30/2013 12:00:00 AM
"Walnut Park CRSG, 12100 blk - West of Park 35 Circle",,,835,784,1619,06/13/2005 12:00:00 AM
"Walnut Ridge Dr, 11300 blk - North of Ash Cv",553,487,,,1040,06/30/2010 12:00:00 AM
"Walnut Ridge Dr, 11500 blk - South of Hickory Grove",272,270,,,542,06/30/2010 12:00:00 AM
"Walsh Tarlton Ln, 1000 blk - South of Bee Caves Rd",5910,6004,,,11914,11/26/2002 12:00:00 AM
"Walsh Tarlton Ln, 1100 blk - South of Sanderling Trail",6107,6252,,,12359,01/13/2004 12:00:00 AM
"Walsh Tarlton Ln, 1300 blk - North of Wilderness Dr",5286,5056,,,10342,02/28/2012 12:00:00 AM
"Walsh Tarlton Ln, 1400 blk - South of Tarrapin Court",6759,6761,,,13520,01/13/2004 12:00:00 AM
"Walsh Tarlton Ln, 2400 blk - South of Tamarron Blvd",4273,4595,,,8868,06/17/2010 12:00:00 AM
"Warrington Dr, 1300 blk - South of Applegate Dr",72,112,,,184,01/29/2007 12:00:00 AM
"Watchhill Rd, 1600 blk - East of Woodlawn Blvd",,,110,130,240,09/21/2009 12:00:00 AM
"Waterbrook Dr, 5100 blk - North of Ravensdale Ln",366,377,,,743,03/03/2010 12:00:00 AM
"Waterford Centre Blvd, 9000 blk, North of US183 ESR",1318,1101,,,2419,02/11/2008 12:00:00 AM
"Waterford Centre Blvd, 9300 blk, East of Reid Dr",,,1660,904,2564,02/11/2008 12:00:00 AM
"Waterline Rd, 7300 blk - South of Deepwoods Dr",120,103,,,223,09/09/2003 12:00:00 AM
"Waterston Ave, 180 blk - West of Toyath St",,,99,402,501,03/20/2001 12:00:00 AM
"Watson St, 7700 blk - South of Stobaugh St",302,327,,,629,11/13/2007 12:00:00 AM
"Waycross Dr, 6100 blk - South of Flournoy Dr",110,122,,,232,02/01/2007 12:00:00 AM
"Wayne Riddell Loop, 11200 blk - North of FM 1626",747,722,,,1469,01/21/2003 12:00:00 AM
"Wayne Riddell, 10900 blk - North of Carismatic Ln",384,391,,,775,02/21/2013 12:00:00 AM
"Webberville Rd, 1900 blk - West of Tannehill",,,2991,2461,5452,08/01/2013 12:00:00 AM
"Webberville Rd, 2800 blk - West of N. Pleasant Valley Rd",,,2823,2910,5733,11/04/2003 12:00:00 AM
"Wedgewood Dr, 11700 blk - North of River Oaks Trail",403,727,,,1130,12/15/2005 12:00:00 AM
"Weidermar Ln, 4700 blk - South of Shelby Ln",812,682,,,1494,04/24/2013 12:00:00 AM
"Weller Dr, 10400 blk - South of Costakes Dr",68,74,,,142,11/19/2002 12:00:00 AM
"Weller Dr, 10500 blk - South of Loring Dr",62,59,,,121,11/19/2002 12:00:00 AM
"Wellington Dr, 5400 blk - South of Trafalger",711,847,,,1558,02/13/2012 12:00:00 AM
"Wellington Dr, 5700 blk - North of Thames Dr",1151,994,,,2145,05/19/2004 12:00:00 AM
"Wells Branch Pkwy, 14000 blk - East of HEB",,,7428,6589,14017,11/21/2006 12:00:00 AM
"Werner Ave, 3500 blk - South of E. 38th 1/2 St",149,195,,,344,03/30/2004 12:00:00 AM
"West Ave, 1300 blk - South of W. 14th St",1006,1388,,,2394,12/17/2002 12:00:00 AM
"West Ave, 1600 blk - South of W. 17th St",1536,1982,,,3518,12/17/2002 12:00:00 AM
"West Ave, 3000 blk - North of W. 30th St",325,313,,,638,09/13/2005 12:00:00 AM
"West Ave, 3100 blk - North of W. 31st St",366,290,,,656,09/13/2005 12:00:00 AM
"West Ave, 3200 blk - North of W. 32nd St",265,402,,,667,09/13/2005 12:00:00 AM
"West Ave, 3200 blk - North of W. 32nd St",453,404,,,857,09/02/2003 12:00:00 AM
"West Ave, 3500 blk - South of W. 37th St",627,1121,,,1748,10/01/2008 12:00:00 AM
"West Courtyard Dr, 6600 blk - West of Long Court",,,1005,985,1990,02/29/2012 12:00:00 AM
"West Cow Path, 11800 blk - North of Duval Rd",1314,1222,,,2536,04/13/2005 12:00:00 AM
"West Cow Path, 11800 blk - North of Duval Rd",1140,1256,,,2396,10/21/2002 12:00:00 AM
"West Cow Path, 12000 blk - South of Rambling Range",886,751,,,1637,10/21/2002 12:00:00 AM
"West Frances Place, 4900 blk - South of W. 50th St",125,160,,,285,04/04/2001 12:00:00 AM
"West Gate Blvd, 4600 blk - North of Windswept Cove",8776,8132,,,16908,07/30/2013 12:00:00 AM
"West Gate Blvd, 7300 blk - South of Hidden Oaks Dr",6317,6179,,,12496,07/31/2013 12:00:00 AM
"West Gate Blvd, 8600 blk - North of Davis Ln",1899,2045,,,3944,04/10/2012 12:00:00 AM
"West Gate Blvd, 8900 blk - North of Cohoba dr",1999,2525,,,4524,04/10/2012 12:00:00 AM
